store_name,address,city,province,postal_code,country,website,email_primary,email_secondary,email_quality,facebook,instagram,tiktok,youtube,twitter,neighborhood
Global Pet - Whitecourt,4331 52 Ave,Whitecourt,AB,T7S 1X6,Canada,https://www.canadapages.com/global-pet-foods-whitecourt-ab-7807783238/,,,,https://www.facebook.com/CanadaPages,,,,https://twitter.com/CanadaPages,
Global Pet Foods - Airdrie North,400 Main St SE,Airdrie,AB,T4B 3C3,Canada,https://globalpetfoods.com/,,,,https://www.facebook.com/globalpetfoods,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/GlobalPetFoods,
Global Pet Foods - Airdrie South,115 1800 Market St SE,Airdrie,AB,T4A,Canada,https://www.flyers-on-line.com/directory/global-pet-foods/AB/airdrie-400-main-st-n,,,,https://www.facebook.com/flyers.online.canada,https://www.instagram.com/flyersonlineca,,,https://twitter.com/FlyersOnline_CA,
Global Pet Foods - Bolton,356 Queen St S,Bolton,ON,,Canada,https://bolton.globalpetfoods.com/bolton/,globalpetfoodsbolton@bellnet.ca,,from website,https://www.facebook.com/profile.php?id=61565613904076,https://www.instagram.com/globalpetfoodsbolton/,,,,
Global Pet Foods - Camrose,5706 48 Ave,Camrose,AB,T4V 0K1,Canada,https://globalpetfoods.com/,,,,https://www.facebook.com/globalpetfoods,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/GlobalPetFoods,
Global Pet Foods - Shawnessy,285 Shawville Blvd SE,Calgary,AB,T2Y 3H9,Canada,https://storage.googleapis.com/dedywqqtsicile/pet-food-stores-near-me.html,,,,,,,,,
Global Pet Foods - Sherwood Park,993 Fir St,Sherwood Park,AB,T8A 4N5,Canada,https://www.loc8nearme.com/alberta/sherwood-park/global-pet-foods/6866101/,,,,https://www.facebook.com/Loc8NearMe/,,,,https://twitter.com/Loc8M,
Global Pet Foods - St. Albert,1 Hebert Rd,St Albert,AB,T8N 2E7,Canada,https://globalpetfoods.com/store-locations/s/?st=186,gpf93@globalpetfoods.com,gpf301@globalpetfoods.com,from website,https://www.facebook.com/globalpetfoods/,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/globalpetfoods/,
Global Pet Foods - Toronto,2019 Yonge St,Toronto,ON,M4S 2A2,Canada,https://globalpetfoods.com/,,,,https://www.facebook.com/globalpetfoods,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/GlobalPetFoods,
Global Pet Foods - West 85th,8561 8A Ave SW,Calgary,AB,T3H 0V5,Canada,https://frommfamily.com/r/9275,,,,https://www.facebook.com/globalpetfoodswest85th/,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Global Pet Foods - Cochrane,320 1st St W,Cochrane,AB,,Canada,https://globalpetfoods.com/store-locations/s/?st=182,gpf93@globalpetfoods.com,hull@pmcglobal.ca,from website,https://www.facebook.com/GlobalPetFoodsCochrane/,https://www.instagram.com/globalpetfoods_cochrane/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/globalpetfoods/,
Global Pet Foods - Red Deer North,6320 50 Ave,Red Deer,AB,T4N 4C6,Canada,https://reddeernorth.globalpetfoods.com/red-deer-north/,gpf305@globalpetfoods.com,,from website,,,,,,
Global Pet Foods - Red Deer South,3701 50 Ave,Red Deer,AB,T4N 3Y7,Canada,https://globalpetfoods.com/store-locations/s/?st=179,gpf93@globalpetfoods.com,globalpetfoods751@shaw.ca,from website,https://www.facebook.com/globalpetfoodsreddeer/,https://www.instagram.com/globalpetfoodsreddeer/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/globalpetfoods/,
Global Pet Foods - Edmonton,10103 117 St NW,Edmonton,AB,T5K 1X5,Canada,https://globalpetfoods.com/,,,,https://www.facebook.com/globalpetfoods,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/GlobalPetFoods,
Global Pet Foods - Kaskitayo,2027 111 St NW,Edmonton,AB,T6J 4V9,Canada,https://globalpetfoods.com/store-locations/,,,,https://www.facebook.com/globalpetfoods,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/GlobalPetFoods,
Global Pet Foods - Sylvan Lake,40 Hewlett Park Lndg,Sylvan Lake,AB,T4S 2J3,Canada,https://globalpetfoods.com/store-locations/s/?st=187,gpf93@globalpetfoods.com,gpf322@globalpetfoods.com,from website,https://www.facebook.com/Global-Pet-Foods-Sylvan-Lake-1471943993082360/,https://www.instagram.com/globalpetfoods/,,https://www.youtube.com/user/GlobalPetFoodsStores,https://twitter.com/globalpetfoods/,
Global Pet Foods Mardaloop,2101 33 Ave SW,Calgary,AB,T2T 1Z7,Canada,https://mardaloop.globalpetfoods.com/marda-loop-village/,globalmardaloop@gmail.com,,from website,http://www.facebook.com/globalpetfoodsmardaloopvillage,http://www.instagram.com/globalpetfoodsmardaloopvillage,,,,
Global Pet Foods - NW Cambrian,761 Northmount Dr NW,Calgary,AB,T2L 0A1,Canada,https://calgarystories.com/best-pet-supply-stores-in-calgary/,unleasheddogs.netunleashedinc@shaw.ca,piscespets.compisces@piscespets.com,from website,https://www.facebook.com/calgarystories,https://www.instagram.com/calgary_stories/,,,,
Go Fetch,2101 Trans Canada Hwy E,Kamloops,BC,V2C 4A6,Canada,https://gofetchkamloops.com/,,,,https://www.facebook.com/GoFetchKamloops/,https://www.instagram.com/gofetchkamloops/,,,,
Growlies Pet Foods Inc.,2871 Jacklin Rd,Victoria,BC,V9B 0P3,Canada,https://www.shopinvictoria.com/Pets/Pet-Food/,,,,,,,,https://www.shopinhalifax.com,
Hart + Hart Pet Food & Supplies Inc.,24767 McClure Dr,Maple Ridge,BC,V2W 0A5,Canada,,,,,,,,,,
Harvey Pet Foods & Supplies,20811 Fraser Hwy,Langley,BC,V3A 4G7,Canada,http://harveypetfood.com/,,,,https://facebook.com/2008,,,,,
Healthy Spot Pet Nutrition & Supply,3115 48th Ave,Vernon,BC,V1T 3R5,Canada,https://healthy-spot-pet-nutrition-supply.wheree.com/,,,,,,,,,
Hello Dawg Boxes,27 Rue Dollard,Boucherville,QC,,Canada,http://www.companylisting.ca/Major_Box_Inc/default.aspx,,,,,,,,,
HIP Pooch,807 Corydon Ave,Winnipeg,MB,R3M 0W6,Canada,https://www.hippooch.com/,,,,,,,,,
Homes Alive Pets - Edmonton,13340 St Albert Trl NW,Edmonton,AB,T5L 4P6,Canada,https://www.cutlerdc.com/projects/homes-alive-pets-edmonton-ab/,info@cutlerdc.com,,from website,https://facebook.com/cutlerdc,https://instagram.com/cutlerdesign,,,,
Homes Alive Pets - Lethbridge,910 3 Ave S,Lethbridge,AB,T1J 0H9,Canada,https://www.fyple.ca/company/homes-alive-pets-west-lethbridge-6pzyskd/,,,,https://facebook.com/fyple-canada-226717404467637,,,,,
In The Raw..Food for Dogs & Cats Inc.,150 2nd St E,North Vancouver,BC,V7L 1C3,Canada,https://north-vancouver.cdncompanies.com/pet-store/raw-food-dogs-cats-inc-north-vancouver/,,,,,,,,https://x.com/mapbox-gl-js,
Island Dog Spa,1429 Topsail Rd,Paradise,NL,A1L 1H6,Canada,https://islanddogspa.com/,contact@islanddogspa.com,,from website,https://facebook.com/islanddogspa,https://instagram.com/islanddogspa,,,,
Island Pet Source,751 Goldstream Ave,Victoria,BC,V9B 2X4,Canada,https://islandpetsource.com/,,,,https://facebook.com/islandpetsource,https://instagram.com/islandpetsource,,,,
Island Pet Zone & Ponds,2755 Beverly St,Duncan,BC,V9L 6X2,Canada,https://islandpetzone.com/contact,,,,https://facebook.com/2008,,,,,
James Bay Pet Supplies,300 Beckley Ave,Victoria,BC,V8V 1J5,Canada,https://www.jamesbaypetsupplies.ca/,,,,,,,,https://x.com/bolt-performance?src=72&evid=,
Juicy Pet,No 3 Rd,Richmond,BC,V6X,Canada,https://juicypet.ca/,,,,,https://instagram.com/juicypetcanada,,,,
Just About Pets,2030 Abbotsford Way,Abbotsford,BC,V2S 6X8,Canada,https://just-about-pets-wellness-centre-3.wheree.com/,,,,,,,,,
K & K Pet Foods - Dunbar,4595 Dunbar St,Vancouver,BC,V6S 2G7,Canada,https://frommfamily.com/r/9091,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
K & K Pet Foods - Willowbrook,6183 200 St,Langley,BC,V2Y 1A2,Canada,https://langley.cdncompanies.com/store/k-k-pet-foods-willowbrook-langley/,,,,,,,,https://x.com/mapbox-gl-js,
Kensington Pet Food Plus,6625 Hastings St,Burnaby,BC,V5B 1S1,Canada,https://rocketreach.co/kensington-pet-food-plus-profile_b72d78bcc44b2939,,,,,,,,,
Kitties & Cream,427 Fitzwilliam St,Nanaimo,BC,V9R 3A9,Canada,https://www.loc8nearme.com/british-columbia/nanaimo/kitties-and-cream/9447377/,,,,https://facebook.com/loc8nearme,,,,https://twitter.com/loc8m,
Korna Natural Pet Supplies -Tri Cities,2773 Barnet Hwy,Coquitlam,BC,V3B 1C2,Canada,https://kornapet.com/,delivery@kornapet.comdelivery,,from website,https://facebook.com/kornapet,https://instagram.com/kornapet,,https://youtube.com/@kornapet,,
Korna Natural Pet Supplies,1174 Marine Dr,North Vancouver,BC,V7P 1S8,Canada,https://www.ubereats.com/ca/store/korna-natural-pet-supplies-north-vancouver/jzL0jtfLXda9ODYFK7QvRQ,,,,https://facebook.com/ubereats,https://instagram.com/ubereats,,,https://twitter.com/ubereats,
La Maison Du Chien,63 Boulevard Samson,Laval,QC,H7X 3E6,Canada,https://mordusduchien.com/,info@mordusduchien.com,,from website,https://facebook.com/mordusduchien,,,https://youtube.com/c/mordusduchien,https://twitter.com/mordusduchien,
Leanne's Pet Shop Ltd,623 2nd Ave W,Prince Rupert,BC,,Canada,https://pet.nears.me/listings/canada/british-columbia/page/21/,,,,,,,,,
Li'l Red Pony Feed & Supplies,1202 Chew Rd,Cariboo,BC,V2J,Canada,https://www.allbiz.ca/lil-red-pony-feed-supplies-778-466-5533,,,,,,,,,
Lifestyle Markets,2950 Douglas St,Victoria,BC,V8T 4N4,Canada,https://lifestylemarkets.com/,,,,https://facebook.com/lifestylemarkets,https://instagram.com/lifestylemarkets,https://tiktok.com/@lifestylemarkets,https://youtube.com/@lifestylemarkets,,
Little Rascals Pets & Supplies,416 1st Ave,Ladysmith,BC,V9G,Canada,https://www.n49.com/biz/606866/little-rascals-pets-supplies-bc-ladysmith-411-1st-ave-a/,,,,https://facebook.com/n49com,https://instagram.com/n49_com,,https://youtube.com/n49com,https://twitter.com/n49,
Long Live Cats & Dogs,2425 E Hastings St,Vancouver,BC,V5K 1Y8,Canada,https://www.bestprosintown.com/bc/vancouver/long-live-cats-and-dogs-/,,,,https://facebook.com/longlivecatsanddogs,https://instagram.com/longlivecatsanddogs,,,,
Lucky Paws Pet Supply,2720 Mill Bay Rd,Mill Bay,BC,V0R 2P1,Canada,https://www.millbayvet.com/resources/blog/april-2022/canine-water-sports,,,,,,,,,
Lucky Tails Pet Boutique,384 Yonge St,Toronto,ON,M5B 1S8,Canada,https://www.bringfido.com/resource/pet_stores/city/toronto_on_ca/,,,,,,,,,
Lynn Valley Pet Food & Grooming,1266 Lynn Valley Rd,North Vancouver,BC,V7J 2A3,Canada,https://a-better-place.com/lynn-valley-pet-food-grooming-i1769885/,,,,,,,,,
Maple's Doghouse,9738 182 St NW,Edmonton,AB,T5T 3T9,Canada,,,,,,,,,,
Meow & Bark Avenue,105 3900 Moncton St,Richmond,BC,,Canada,,,,,,,,,,
Metro Pet Market - Victoria,1637 Victoria Ave,Regina,SK,S4P 0P8,Canada,,,,,,,,,,
Metro Pet Market - Rochdale,3951 Rochdale Blvd,Regina,SK,S4X 4P7,Canada,,,,,,,,,,
Mill Creek Animal Hospital,8606 99 St NW,Edmonton,AB,T6E 3T8,Canada,,,,,,,,,,
Moonlight Dog Cafe,835 Beatty St,Vancouver,BC,V6B 2M6,Canada,,,,,,,,,,
Mother Hubbard's Pet Food & Supplies,1812 152 St,Surrey,BC,V4A 4N5,Canada,,,,,,,,,,
Mother Nature,7050 Duncan St,Powell River,BC,V8A 1V9,Canada,,,,,,,,,,
My Fluffy Friend's Pet Shop,1660 Cypress St,Vancouver,BC,V6J 5J1,Canada,,,,,,,,,,
Natural Pet Foods,61 Bridge St,Carleton Place,ON,K7C 2V2,Canada,,,,,,,,,,
Newmac Animal Feeds,17967 56 Ave,Surrey,BC,V3S 1E2,Canada,,,,,,,,,,
North Shore Pet Food,1264 Marine Dr,North Vancouver,BC,V7P 1T2,Canada,,,,,,,,,,
Notch Hill Labradoodles,1391 Goldenrod Dr,Columbia-Shuswap,BC,V0E 2W1,Canada,,,,,,,,,,
Ocean Pet Supplies,1705 Peninsula Rd,Ucluelet,BC,,Canada,,,,,,,,,,
Old Country Market,2326 Alberni Hwy,Nanaimo District,BC,V0R,Canada,,,,,,,,,,
Olivers Pet Supplies,2000 Island Hwy N,Nanaimo,BC,V9S 5W3,Canada,,,,,,,,,,
Oly's Pet Connection Abbotsford,34150 S Fraser Way,Abbotsford,BC,V2S 2C6,Canada,,,,,,,,,,
Oly's Chilliwack,45844 Yale Rd W,Chilliwack,BC,V2P 2N8,Canada,,,,,,,,,,
Olys - Mission,32670 Lougheed Hwy,Mission,BC,V2V 1A7,Canada,,,,,,,,,,
Optimal Pet Foods - Britannia,815 49 Ave SW,Calgary,AB,T2S 1G8,Canada,,,,,,,,,,
Optimal Pet Foods - Varsity,4625 Varsity Dr NW,Calgary,AB,T3A 0Z9,Canada,,,,,,,,,,
Optimal Pet Foods - Signal Hill,1919 Sirocco Dr SW,Calgary,AB,T3H 2Y3,Canada,,,,,,,,,,
Parkside Dog Grooming,1112 2nd Ave,Ladysmith,BC,V9G,Canada,,,,,,,,,,
Paw Space Pet Boutique & Spa,3989 Quadra St,Victoria,BC,V8X 1J8,Canada,,,,,,,,,,
Paw Street Market,22259 48 Ave,Langley,BC,V3A 8T1,Canada,,,,,,,,,,
Paws & Claws Pantry,3071 Woodbine Dr,North Vancouver,BC,V7R 2S3,Canada,,,,,,,,,,
Paws On Cook,359 Cook St,Victoria,BC,V8V 3X8,Canada,,,,,,,,,,
Paws Pet Food - High River,2003 10 Ave SE,High River,AB,T1V 2A6,Canada,,,,,,,,,,
Paws Pet Food - 17th Ave,3204 17 Ave SW,Calgary,AB,T3E 0B3,Canada,,,,,,,,,,
Paws Pet Food - Chinook Park,8403 Elbow Dr SW,Calgary,AB,T2V 1K8,Canada,https://topcompanies.ca/ab-375213-paws_pet_food_accessories,support@topcompanies.ca,,from website,,,,,,
PAWSitively Natural Pet Food & Supplies,2100 4 St SW,Calgary,AB,T2S 1W7,Canada,https://frommfamily.com/r/9140,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Pawsh Dog Spa,80 Smithe St,Vancouver,BC,V6B 1M7,Canada,https://pawshdogspa.com/,,,,https://facebook.com/pawshdogspa,https://instagram.com/pawshdogspa_yvr,,,https://twitter.com/pawshdogspa,
Pawsh Pet Place,211 3rd Ave W,Melville,SK,S0A,Canada,https://canada.chamberofcommerce.com/business-directory/saskatchewan/melville/pet-store/486972-pawsh-pet-place,,,,https://facebook.com/pages/chamberofcommercecom/109161489658,,,,https://twitter.com/chamberonline,
Pet Junction Grooming & Supplies,27665 Fraser Hwy,Abbotsford,BC,V4X 1M3,Canada,https://petjunctiongrooming.com/author/jbond/page/2/,,,,,,,,,
Pet Outfitters,366 Garafraxa St S,West Grey,ON,N0G,Canada,https://www.avapet.ca/locations,888.520.9674sales@avafinapet.com,,from website,https://facebook.com/AvafinaPetProducts,https://instagram.com/avapet_products/,,,,
Pet Pantry - Vancouver,1066 Davie St,Vancouver,BC,V6E 1M3,Canada,https://www.thebestvancouver.com/best-pet-shops-vancouver/,,,,https://www.facebook.com/OnlyTheBestVancouver,,,https://youtube.com/,https://www.twitter.com,
Pet Parade - Lethbridge,220 12A St N,Lethbridge,AB,T1H 2J1,Canada,https://www.shopinlethbridge.net/Pet-Parade/11521588.htm,,,,,,,,https://www.shopinhalifax.com,
Pet Shop Gals,1497 Admirals Rd,Victoria,BC,V9A 2P8,Canada,https://victoria-bc.findstorenearme.ca/pet-shop-gals/,,,,,,,,,
Pet Solution Supermarket - Surrey,10602 King George Blvd,Surrey,BC,V3T 2X3,Canada,https://frommfamily.com/r/9623,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Pet Solution Supermarket - Delta,6447 120 St,Delta,BC,V4E 3G3,Canada,https://www.shopinvancouver.com/Pet-Solutions-Supermarket-Inc/11486460.htm,,,,,,,,https://www.shopinhalifax.com,
Pet Source Pacific,12855 Clarke Pl,Richmond,BC,V6V 2H9,Canada,https://www.importgenius.com/suppliers/pet-source-pacific,,,,https://www.facebook.com/importgenius,,,https://www.youtube.com/importgenius,https://x.com/importgenius,
Petfude.ca,4131 200 St,Langley,BC,V3A 1K8,Canada,https://www.loc8nearme.com/british-columbia/langley/petfude-ca/8134017/,,,,https://www.facebook.com/Loc8NearMe/,,,,https://twitter.com/Loc8M,
Petland,905 Notre Dame Dr,Kamloops,BC,V2C 5N9,Canada,https://www.shopinprincegeorge.com/Petland/11448770.htm,,,,,,,,https://www.shopinhalifax.com,
Pets Plus Tack,725 Canada Ave,Duncan,BC,V9L 1V1,Canada,https://duncan.cdncompanies.com/pet-store/pets-plus-tack-duncan/,,,,,,,,,
Pets West,777 Royal Oak Dr,Victoria,BC,V8X 4V1,Canada,https://ca.dogboarding.com/britishcolumbia-victoria/west_shore_pet_service,,,,,,,,,
Pharmasave - Cloverdale,5778 176 A St,Surrey,BC,V3S 4H3,Canada,https://pharmasave-cloverdale.wheree.com/,,,,,,,,,
Piper Creek Pet Resort,37406 Range Road 271,Red Deer County,AB,T4E 1L6,Canada,https://pipercreekpetresort.com/,,,,https://www.facebook.com/pipercreekkennel/,https://www.instagram.com/pipercreekpetresort/,,,,
Pisces Pet Emporium,4921 Skyline Way NE,Calgary,AB,T2E 4G5,Canada,https://piscespets.com/,pisces@piscespets.com,403-274-3314ecom@piscespets.com,from website,https://www.facebook.com/piscespetemporium/,https://www.instagram.com/piscespets/?hl=en,https://www.tiktok.com/@piscespets?lang=en,https://www.youtube.com/channel/UC4HKhvbrJzxPi70qLUqMADQ,https://twitter.com/Pisces_pets,
Pitou Minou Pierrefonds (Global),14905 Boulevard de Pierrefonds,Pierrefonds,QC,H9H 4M5,Canada,https://directory.justlanded.com/en/Leisure_Pet-services/Pitou-Minou-Compagnons-Global-Pet-Foods-Pierrefonds,,,,https://www.facebook.com/justlandedcom,,,,https://twitter.com/just_landed,
Pookey's Pet Food & Supplies,101 Granada Blvd,Sherwood Park,AB,T8A 4W2,Canada,https://www.pookeyspetfood.com/contact,,,,https://www.facebook.com/pookeyspetssherwoodpark,,,,,
Prettie Yiji Pet Boutique,92 Avenue Rd,Toronto,ON,M5R 2H2,Canada,https://777baystreet.com/buildings/pet-supplies/,,,,https://facebook.com/mrkts777/,https://www.instagram.com/mrkts777/,,,,
Pristine Pawz Grooming,8434 120 St,Surrey,BC,V3W 7S2,Canada,https://opengovca.com/surrey-business/pristine-pawz-grooming,,,,,,,,,
Pup & Co.,667 Howe St,Vancouver,BC,V6C 2E5,Canada,https://stellapupco.com/,,,,,,,,,
Raining Cats & Dogs,6640 Vedder Rd,Chilliwack,BC,V2R 0J2,Canada,https://images4.loopnet.com/d2/KdkO2USGpOsW6H3KEXNodhugvfzbj7IHxhZeiHEbqn4/document.pdf,,,,,,,,,
Ranch Feeds,V0T 1Y0,Tlell,BC,,Canada,https://tlell-bc.funadvisor.ca/ranch-feeds/,,,,,,,,,
Rascals Pet Market,7103 W Saanich Rd,Brentwood Bay,BC,V8M 1R1,Canada,https://rascalspetmarket.com/,info@rascalspetmarket.com,orders@rascalspetmarket.com,from website,https://www.facebook.com/Rascals-Pet-Market-130703640997603/,https://www.instagram.com/rascalspetmarket/?hl=en,,,,
Rascals Pet Supplies & Grooming Ltd,3804 Edmonton Trl NE,Calgary,AB,T2E 5T6,Canada,https://www.rascalsdelivery.ca/,info@rascalsdelivery.ca,,from website,,,,,,
Red Dog Deli,1533 Broadway St,Port Coquitlam,BC,,Canada,http://www.reddogdeli.com/,Contact@reddogbluekat.com,,from website,https://www.facebook.com/RedDogBlueKat,https://www.instagram.com/reddogbluekat/,,https://www.youtube.com/channel/UCJWBiL-iQMfxaO7bgc8T7vw,,
Reigning Cats & Dogs Pet Supply,9802 5th St,Sidney,BC,V8L,Canada,https://reigning-cats-dogs.com/,,,,https://www.facebook.com/reigningcatsanddogs/,https://www.instagram.com/reigningcatsanddogs/,,,,
Rocky Mountain Tails Pet Shop & Spa Inc.,5255 Richmond Rd SW,Calgary,AB,T3E 7C4,Canada,,,,,,,,,,
Sadie's Pet Shop,5716 111 St NW,Edmonton,AB,T6H 3G1,Canada,http://www.sadiespetstop.com/,,,,https://www.facebook.com/Sadiespetstop/,,,,,
Sidney Pet Centre,9769 5th St,Sidney,BC,V8L,Canada,https://www.sidneypetcentre.com/,,,,https://www.facebook.com/SidneyPetCentre/,,,,,
Sleep Rover Ltd.,645 37 Ave NE,Calgary,AB,T2E 2M1,Canada,https://www.sleeprover.ca/,,,,,,,,,
Star Pets Only,1255 Pacific Blvd,Vancouver,BC,V6Z 2R6,Canada,,,,,,,,,,
Suds 'N' Scissors,931 Brunette Ave,Coquitlam,BC,V3K 6T5,Canada,https://www.sudsnscissors.ca/,info@sudsnscissors.ca,,from website,,https://www.instagram.com/sudsnscissors/,,,,
Sunshine Pets Supplies,3011 Louie Dr,Westbank,BC,V4T 3E3,Canada,https://sunshinepetsupplies.franpos.com/,,,,,,,,,
Sturgeon County Kennels,56124 Range Road 241,Sturgeon County,AB,T0A 0K4,Canada,https://sturgeoncountykennels.ca/,sckoffice@sturgeoncountykennels.ca,,from website,https://www.facebook.com/SturgeonCountyKennels/,,,,,
Tail Blazers - Copperfield,15566 McIvor Blvd SE,Calgary,AB,T2Z 4Y2,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Edmonton,7520 Gateway Blvd NW,Edmonton,AB,T6E 6E8,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Fairmount Calgary,8307 Fairmount Dr SE,Calgary,AB,T2H 0Y9,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Inglewood,1420 9 Ave SE,Calgary,AB,T2G 0T5,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - North Haven,4400 14 St NW,Calgary,AB,T2K 1J5,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Old Banff,722 85 St SW,Calgary,AB,T3H 1S6,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Trail Blazers - Panatella,32 Panatella Blvd NW,Calgary,AB,T3K 6K7,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Windermere,320 Windermere Rd NW,Edmonton,AB,T6W 2Z8,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Abbotsford,3033 Immel St,Abbotsford,BC,V2S 6S2,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Ranchlands,1829 Ranchlands Blvd NW,Calgary,AB,T3G 2A7,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - Red Deer,6130 67 St,Red Deer,AB,T4P 3M1,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Tail Blazers - West Edmonton,10023 170 St NW,Edmonton,AB,T5P 4R5,Canada,https://tailblazerspets.com/,,,,https://www.facebook.com/tailblazerspets/,https://www.instagram.com/tailblazerspets/,,https://www.youtube.com/channel/UCiWKzC6zJNj3w8e91wO5Jeg,,
Taylor Made Pet Products,210 10th St,Kenora,ON,P0X,Canada,https://www.taylormadepetproducts.ca/,,,,,,,,,
The Barking Lot,22 Midlake Blvd SE,Calgary,AB,T2X 2X7,Canada,https://www.rascals-thebarkinglot.com/,,,,https://www.facebook.com/RascalsTheBarkingLot/,https://www.instagram.com/rascals_the_barking_lot/,,,,
The Cat Bark,572 Dundas St,London,ON,N6B 1W8,Canada,https://thecatsbark.ca/,,,,https://www.facebook.com/thecatsbark/,,,,,
The Cat and Dog Shop,2637 W 4th Ave,Vancouver,BC,V6K 1P8,Canada,,,,,,,,,,
The Cat House,1941 Uxbridge Dr NW,Calgary,AB,T2N 2V2,Canada,https://www.thecathouseinc.com/,,,,https://www.facebook.com/TheCatHouseINC/,,,,,
The Community Farm Store,5380 Trans Canada Hwy,Duncan,BC,,Canada,https://www.communityfarmstore.ca/,,,,,,,,,
The Market on Millstream,2401 Millstream Rd,Victoria,BC,V9B 3R5,Canada,https://themarketstores.com/,millstream@themarketstores.com,yates@themarketstores.com,high,https://facebook.com/themarketstores,https://instagram.com/themarketonmillstream,,,https://twitter.com/themarketstores,
The Pawticular Pooch,320 W Creek Dr,Chestermere,AB,T1X 0P7,Canada,https://www.theanchor.ca/2014/the-pawticular-pooch/,cs@thepawticularpooch.ca,spnproduction@hotmail.com,high,,,,,,
The Pet Shop Boys,3080 Cambie St,Vancouver,BC,V5Z 2V9,Canada,https://www.fyple.ca/company/pet-shop-boys-the-2ywll72/,,,,https://facebook.com/fyple-canada-226717404467637,,,,,
The Scruffy Tail Pet Food & Supplies,45800 Promontory Rd,Chilliwack,BC,V2R 5Z5,Canada,https://www.cylex-canada.ca/company/the-scruffy-tail-pet-food---supplies-ltd-23349915.html,,,,,,,,,
The Wag Pack,422 Richards St,Vancouver,BC,V6B 2Z3,Canada,https://thewoofpack.info/,office@thewoofpack.info,,high,https://facebook.com/thewoofpack.info,,,,,
The Wild Side Pet Boutique,200 1st Ave W,Qualicum Beach,BC,V9K,Canada,https://www.starofservice.ca/dir/british-columbia-colombie-britanique/nanaimo/qualicum-beach/pet-grooming,,,,,,,,,
